CarID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
723,Ford,2012,3.6,Petrol,Automatic,192252,Used,6512.01,Fiesta
724,Audi,2005,4.6,Hybrid,Automatic,71922,Used,9262.34,A3
725,Honda,2005,2.8,Petrol,Automatic,157837,Used,2364.0,CR-V
726,Ford,2013,4.5,Hybrid,Manual,58208,Used,11194.1,Explorer
727,Audi,2017,3.3,Petrol,Automatic,88455,Used,25446.41,A4
728,Toyota,2021,1.8,Diesel,Manual,127734,Used,17403.85,Prius
729,Tesla,2002,0.0,Electric,Manual,149351,Used,6846.85,Model Y
730,Ford,2010,4.1,Diesel,Manual,133255,Used,6092.49,Focus
731,Chevrolet,2020,2.3,Hybrid,Automatic,133043,Used,14559.43,Equinox
732,Hyundai,2002,3.9,Petrol,Manual,94289,Used,3041.92,Sonata
733,Audi,2017,4.7,Petrol,Automatic,195961,Used,22236.32,A3
734,Subaru,2012,1.8,Petrol,Manual,115282,New,9650.45,Forester
735,Hyundai,2010,3.9,Hybrid,Manual,105782,Used,7995.27,Kona
736,Kia,2008,4.7,Petrol,Automatic,192909,Used,2717.44,Sorento
737,Subaru,2006,2.3,Hybrid,Manual,173901,Used,2482.51,Crosstrek
738,Subaru,2000,1.6,Diesel,Manual,143904,Used,1500,Outback
739,Kia,2014,4.0,Petrol,Automatic,12928,Used,15136.98,Optima
740,Tesla,2001,0.0,Electric,Manual,110174,New,8288.62,Model S
741,Honda,2020,2.2,Petrol,Manual,19920,Used,20073.8,Fit
742,Chevrolet,2019,1.9,Petrol,Automatic,27399,Used,17618.99,Malibu
743,BMW,2001,2.0,Petrol,Automatic,168111,Used,3505.72,X5
744,Audi,2008,3.3,Diesel,Manual,143936,Used,9156.32,Q5
745,Hyundai,2022,4.6,Hybrid,Automatic,94264,Used,19944.44,Elantra
746,Audi,2002,4.2,Diesel,Automatic,37945,Used,7123.38,A4
747,Ford,2009,3.6,Petrol,Manual,129603,Used,5250.17,Fiesta
748,Honda,2011,2.9,Diesel,Automatic,82642,Used,9668.31,Civic
749,Honda,2013,4.4,Petrol,Manual,130015,Used,7593.22,Fit
750,Hyundai,2017,1.4,Diesel,Manual,182765,Used,12681.78,Tucson
751,Ford,2014,2.1,Diesel,Automatic,130062,Used,8990.7,Focus
752,Kia,2006,4.7,Petrol,Manual,127400,Used,3928.45,Optima
753,Ford,2017,2.8,Diesel,Automatic,174062,Used,12617.93,Mustang
754,Honda,2022,3.5,Diesel,Manual,100158,New,24676.19,Fit
755,Hyundai,2001,1.8,Diesel,Automatic,191419,New,1500,Kona
756,Kia,2000,2.9,Diesel,Automatic,168751,New,1500,Sportage
757,Subaru,2004,4.1,Petrol,Automatic,139432,Used,2592.91,Forester
758,Audi,2021,3.5,Petrol,Automatic,127980,Used,30013.18,A3
759,Tesla,2018,0.0,Electric,Automatic,175881,New,35715.77,Model Y
760,Chevrolet,2001,4.1,Petrol,Automatic,74277,Used,3217.05,Malibu
761,Subaru,2022,3.0,Petrol,Automatic,50851,Used,24094.91,Crosstrek
762,Ford,2006,1.8,Petrol,Manual,155855,Used,2798.44,Mustang
763,Tesla,2009,0.0,Electric,Manual,98235,New,15907.84,Model X
764,Ford,2015,1.6,Hybrid,Automatic,74178,Used,11060.61,Fiesta
765,Audi,2012,3.9,Diesel,Manual,29570,New,21173.96,Q5
766,Honda,2019,4.8,Petrol,Automatic,172749,Used,15731.19,CR-V
767,Subaru,2017,2.0,Hybrid,Automatic,176442,Used,12486.56,Impreza
768,Audi,2002,4.4,Diesel,Manual,69964,Used,7029.24,Q5
769,Hyundai,2021,3.3,Hybrid,Automatic,182061,Used,15022.1,Kona
770,Chevrolet,2005,2.2,Petrol,Automatic,198536,Used,1500,Equinox
771,BMW,2001,1.2,Hybrid,Automatic,189904,Used,2984.3,3 Series
772,Subaru,2012,2.8,Petrol,Automatic,76398,Used,9881.25,Impreza
773,Ford,2006,3.6,Petrol,Manual,179429,Used,2529.43,Fiesta
774,Hyundai,2021,2.5,Petrol,Automatic,81455,New,25189.75,Kona
775,Honda,2003,4.3,Petrol,Automatic,175538,New,1500,Fit
776,Ford,2012,3.9,Petrol,Automatic,52188,Used,9987.91,Fiesta
777,Toyota,2021,3.3,Petrol,Automatic,61440,New,20869.34,Prius
778,Subaru,2022,1.2,Petrol,Manual,14686,Used,20970.38,Crosstrek
779,Hyundai,2018,2.1,Petrol,Automatic,120263,New,16210.91,Tucson
780,Hyundai,2013,4.8,Hybrid,Automatic,196774,Used,5996.84,Sonata
781,Hyundai,2005,4.8,Petrol,Automatic,37938,New,6735.47,Tucson
782,Hyundai,2005,2.6,Hybrid,Automatic,13575,New,8721.79,Kona
783,Toyota,2014,3.0,Petrol,Manual,122319,Used,8533.11,Prius
784,BMW,2017,3.8,Petrol,Automatic,136494,Used,22967.18,X3
785,Hyundai,2012,4.5,Petrol,Automatic,11782,Used,9724.99,Sonata
786,Toyota,2005,1.9,Hybrid,Automatic,40779,Used,5410.62,Corolla
787,Kia,2009,3.3,Diesel,Manual,128620,Used,6178.24,Sportage
788,BMW,2006,3.1,Diesel,Manual,175237,Used,7843.69,3 Series
789,Hyundai,2000,3.1,Petrol,Manual,112163,Used,1500,Kona
790,Ford,2009,4.5,Petrol,Automatic,186407,Used,3698.63,Fiesta
791,Hyundai,2018,3.9,Diesel,Manual,190206,Used,11385.3,Sonata
792,Chevrolet,2017,3.6,Hybrid,Automatic,16014,New,19632.18,Impala
793,Subaru,2011,4.7,Hybrid,Automatic,133885,Used,6954.51,Impreza
794,Honda,2010,1.2,Petrol,Manual,62325,Used,7141.85,Civic
795,Ford,2013,4.3,Petrol,Automatic,109791,New,11202.36,Mustang
796,Kia,2016,3.4,Diesel,Automatic,108965,Used,11323.57,Optima
797,Honda,2014,2.4,Hybrid,Automatic,154287,Used,9549.86,Civic
798,Honda,2010,3.6,Petrol,Manual,57425,Used,8686.09,CR-V
799,Audi,2009,2.3,Petrol,Manual,110683,New,11326.35,Q5
800,Audi,2007,4.5,Diesel,Automatic,80279,New,11150.74,A3
801,Hyundai,2014,2.9,Diesel,Manual,24601,Used,13953.08,Kona
802,Tesla,2010,0.0,Electric,Automatic,186117,Used,12366.96,Model S
803,Honda,2020,2.4,Diesel,Manual,172940,New,18920.07,Accord
804,Kia,2008,3.8,Petrol,Manual,19256,Used,7230.44,Optima
805,Kia,2007,4.1,Diesel,Automatic,148462,Used,3739.39,Sportage
806,Hyundai,2005,4.2,Hybrid,Automatic,68961,Used,5312.88,Tucson
807,BMW,2005,3.7,Diesel,Automatic,95631,Used,8280.24,3 Series
808,Ford,2001,3.5,Hybrid,Automatic,28120,Used,4239.09,Explorer
809,Ford,2006,4.3,Hybrid,Automatic,135054,Used,3130.69,Mustang
810,Audi,2006,3.4,Hybrid,Manual,110217,Used,9543.51,Q7
811,Toyota,2006,4.2,Hybrid,Automatic,181242,Used,2091.45,RAV4
812,Hyundai,2001,3.4,Diesel,Manual,152488,Used,1500,Kona
813,BMW,2006,2.6,Hybrid,Manual,7238,Used,13179.83,3 Series
814,Audi,2007,3.1,Diesel,Automatic,58226,Used,9271.98,Q5
815,Hyundai,2014,1.4,Petrol,Automatic,176912,New,10514.26,Kona
816,Toyota,2009,4.5,Hybrid,Automatic,132740,Used,5125.01,Corolla
817,Subaru,2013,2.5,Diesel,Automatic,102928,Used,8391.91,Forester
818,BMW,2019,3.7,Diesel,Automatic,166439,New,26859.18,3 Series
819,Kia,2018,4.8,Diesel,Manual,179931,Used,12128.17,Sportage
820,Hyundai,2006,2.3,Petrol,Automatic,52232,Used,6141.11,Tucson
821,Kia,2010,3.7,Diesel,Automatic,114047,Used,7645.09,Sorento
822,BMW,2017,3.6,Diesel,Automatic,95416,Used,27584.56,3 Series
823,Ford,2011,2.9,Petrol,Automatic,99593,Used,7087.93,Fiesta
824,Tesla,2000,0.0,Electric,Automatic,92779,Used,6940.46,Model S
825,Tesla,2006,0.0,Electric,Automatic,131164,Used,10855.9,Model Y
826,Ford,2022,3.9,Petrol,Automatic,109519,Used,22375.41,Focus
827,Audi,2012,3.1,Petrol,Manual,167619,Used,14292.64,A4
828,Subaru,2004,4.3,Petrol,Automatic,54340,Used,5268.01,Forester
829,Hyundai,2003,3.2,Hybrid,Manual,86920,Used,3062.67,Tucson
830,Chevrolet,2010,1.6,Diesel,Manual,156462,New,6064.08,Impala
831,Kia,2005,3.4,Hybrid,Automatic,170544,Used,2211.46,Sportage
832,Subaru,2008,2.0,Petrol,Automatic,98005,New,6368.49,Crosstrek
833,Tesla,2000,0.0,Electric,Automatic,183966,Used,4229.6,Model 3
834,Tesla,2007,0.0,Electric,Automatic,143095,Used,10182.96,Model X
835,Audi,2002,1.4,Petrol,Manual,39059,New,8284.75,Q7
836,Tesla,2014,0.0,Electric,Automatic,152428,Used,19234.52,Model Y
837,Toyota,2006,1.7,Diesel,Automatic,126548,New,4119.35,Camry
838,Kia,2004,1.5,Diesel,Automatic,50131,Used,5351.75,Rio
839,Toyota,2014,4.4,Petrol,Automatic,71540,Used,12831.28,Corolla
840,Audi,2007,3.0,Hybrid,Manual,7246,Used,13251.35,A4
841,Tesla,2015,0.0,Electric,Automatic,49489,Used,28231.33,Model 3
842,Hyundai,2019,3.6,Diesel,Automatic,22773,Used,18090.65,Elantra
843,Honda,2003,2.7,Diesel,Manual,94427,New,3780.52,Civic
844,Chevrolet,2002,2.4,Petrol,Automatic,93438,Used,3018.36,Malibu
845,Tesla,2003,0.0,Electric,Automatic,158458,New,7639.7,Model S
846,Ford,2014,3.5,Hybrid,Manual,31151,Used,12758.48,Fiesta
847,Honda,2010,2.8,Hybrid,Automatic,28661,Used,10280.98,Civic
848,Ford,2002,2.9,Petrol,Automatic,191883,Used,1500,Focus
849,Ford,2014,1.5,Petrol,Automatic,83318,Used,10343.58,Mustang
850,Subaru,2023,2.2,Hybrid,Automatic,138460,New,28606.84,Forester
851,Toyota,2011,4.5,Hybrid,Manual,176178,Used,5870.37,Corolla
852,Toyota,2019,2.8,Hybrid,Automatic,49593,Used,17639.18,Prius
853,Ford,2003,1.7,Petrol,Automatic,198781,New,1500,Fiesta
854,Ford,2022,3.0,Diesel,Automatic,51745,Used,24896.82,Focus
855,Honda,2001,2.5,Petrol,Automatic,111445,Used,2128.35,Accord
856,Tesla,2008,0.0,Electric,Manual,189045,Used,11492.52,Model S
857,Chevrolet,2005,3.9,Hybrid,Manual,35762,Used,6079.57,Equinox
858,Tesla,2005,0.0,Electric,Automatic,107757,New,11136.24,Model 3
859,Subaru,2006,1.3,Diesel,Automatic,100120,Used,5103.3,Impreza
860,Tesla,2005,0.0,Electric,Automatic,173551,Used,9584.27,Model Y
861,Ford,2018,3.6,Petrol,Automatic,106282,Used,16944.71,Focus
862,Tesla,2019,0.0,Electric,Manual,198687,New,37849.88,Model 3
863,BMW,2015,1.9,Petrol,Manual,165633,New,21232.88,5 Series
864,Ford,2005,2.6,Petrol,Automatic,120879,Used,3440.68,Mustang
865,Subaru,2011,2.8,Petrol,Manual,122739,Used,7228.06,Impreza
866,Ford,2011,3.8,Petrol,Automatic,182565,New,6939.37,Mustang
867,Tesla,2003,0.0,Electric,Automatic,72917,New,9933.8,Model X
868,Hyundai,2013,4.1,Petrol,Automatic,143609,Used,8287.39,Tucson
869,BMW,2018,2.4,Petrol,Automatic,109449,New,28361.42,5 Series
870,Toyota,2017,2.3,Petrol,Automatic,83134,Used,13058.0,Camry
871,Tesla,2023,0.0,Electric,Automatic,117639,Used,46130.65,Model S
872,Kia,2004,3.0,Petrol,Manual,32943,Used,5151.03,Sportage
873,Ford,2016,2.0,Diesel,Automatic,170377,Used,11027.17,Focus
874,BMW,2018,4.4,Petrol,Manual,23336,Used,32367.51,3 Series
875,Toyota,2017,2.1,Diesel,Automatic,130770,Used,14737.8,Prius
876,Toyota,2004,3.4,Petrol,Automatic,126670,New,3081.21,RAV4
877,Hyundai,2012,4.4,Diesel,Manual,110413,Used,8044.97,Elantra
878,Tesla,2004,0.0,Electric,Manual,11482,Used,12077.96,Model S
879,Audi,2009,4.7,Petrol,Automatic,22531,Used,12615.0,Q5
880,Subaru,2013,4.6,Diesel,Automatic,62472,New,11289.2,Crosstrek
881,Honda,2007,2.7,Petrol,Manual,122559,Used,3902.29,CR-V
882,Audi,2015,3.5,Diesel,Manual,134943,New,20752.53,Q7
883,Hyundai,2010,2.8,Diesel,Automatic,141218,Used,5467.58,Elantra
884,Audi,2017,1.4,Diesel,Automatic,22889,Used,28092.41,Q7
885,Hyundai,2016,2.0,Diesel,Automatic,145590,Used,11317.78,Sonata
886,Ford,2022,2.9,Hybrid,Automatic,121391,Used,18793.69,Mustang
887,Ford,2010,2.9,Petrol,Automatic,5344,Used,10531.37,Focus
888,Honda,2005,1.5,Diesel,Automatic,190924,Used,1500,Civic
889,Chevrolet,2003,4.7,Petrol,Manual,149151,Used,1500,Malibu
890,Toyota,2015,1.6,Petrol,Manual,164210,New,11808.77,Camry
891,Tesla,2012,0.0,Electric,Automatic,117633,New,19570.85,Model S
892,BMW,2022,4.2,Diesel,Automatic,48875,Used,40910.51,X3
893,Audi,2023,2.1,Hybrid,Automatic,54820,Used,43730.37,A4
894,Kia,2018,3.0,Petrol,Automatic,176275,New,14465.21,Rio
895,Chevrolet,2008,3.8,Petrol,Manual,89974,Used,5718.8,Equinox
896,Tesla,2016,0.0,Electric,Automatic,81950,Used,30214.41,Model 3
897,Audi,2020,4.2,Diesel,Automatic,167796,New,34823.89,Q5
898,Kia,2012,4.5,Diesel,Automatic,76167,Used,10550.44,Rio
899,Subaru,2013,4.6,Hybrid,Automatic,107649,Used,9243.2,Forester
900,Honda,2009,1.7,Hybrid,Manual,68915,New,7301.41,Fit
901,Honda,2002,2.7,Diesel,Automatic,51242,Used,3992.17,Civic
902,Audi,2000,3.2,Petrol,Manual,151822,Used,3334.42,A4
903,Audi,2020,1.9,Diesel,Automatic,156185,New,27580.31,A4
904,Ford,2006,4.1,Hybrid,Automatic,193857,Used,1680.33,Focus
905,Subaru,2023,3.4,Hybrid,Manual,102081,Used,22623.13,Crosstrek
906,Honda,2002,4.4,Petrol,Automatic,99967,New,3067.12,Fit
907,Tesla,2008,0.0,Electric,Manual,29292,Used,17107.01,Model S
908,Audi,2023,2.9,Petrol,Automatic,61236,Used,39545.52,A3
909,Chevrolet,2023,3.9,Diesel,Automatic,122756,Used,23892.64,Impala
910,Ford,2002,3.9,Diesel,Manual,38489,New,5010.46,Explorer
911,Toyota,2019,4.4,Petrol,Manual,139084,New,17203.75,RAV4
912,Tesla,2003,0.0,Electric,Automatic,8689,Used,12747.33,Model X
913,Tesla,2015,0.0,Electric,Automatic,64675,Used,29072.64,Model Y
914,BMW,2022,3.0,Diesel,Automatic,16789,Used,44002.37,5 Series
915,Chevrolet,2004,2.2,Petrol,Manual,192370,Used,1500,Tahoe
916,BMW,2007,4.0,Hybrid,Manual,47556,Used,10828.73,5 Series
917,Honda,2021,2.9,Petrol,Manual,10413,Used,25491.82,Civic
918,Hyundai,2022,2.5,Petrol,Manual,43116,Used,21139.89,Elantra
919,Toyota,2013,2.3,Petrol,Automatic,32396,New,13973.64,Prius
920,Audi,2022,3.6,Petrol,Manual,126623,New,43224.37,A4
921,Ford,2016,1.9,Petrol,Automatic,162788,New,10648.49,Mustang
922,Honda,2013,3.5,Petrol,Manual,27416,Used,12054.32,Fit
923,Honda,2017,4.5,Petrol,Manual,150318,Used,13853.83,Fit
924,Honda,2018,1.4,Petrol,Automatic,137350,Used,13146.13,Accord
925,Honda,2002,3.1,Diesel,Automatic,196915,New,1500,Accord
926,Tesla,2002,0.0,Electric,Automatic,78540,Used,9336.74,Model Y
927,Tesla,2000,0.0,Electric,Manual,36571,New,10879.31,Model Y
928,Kia,2021,4.3,Petrol,Automatic,73574,New,23502.96,Sorento
929,Subaru,2018,4.6,Hybrid,Automatic,189310,Used,12877.52,Crosstrek
930,Honda,2009,2.1,Diesel,Automatic,77253,Used,7079.08,Fit
931,Audi,2009,3.2,Hybrid,Manual,102781,Used,10686.72,A4
932,Audi,2000,4.1,Petrol,Manual,84782,New,5697.79,A3
933,Honda,2002,2.9,Petrol,Automatic,184179,Used,1500,Fit
934,Kia,2010,1.3,Hybrid,Automatic,104322,Used,6938.78,Sportage
935,Hyundai,2006,4.7,Diesel,Automatic,84503,Used,5230.25,Elantra
936,Ford,2016,2.5,Hybrid,Manual,69420,Used,14045.4,Focus
937,BMW,2017,2.4,Diesel,Automatic,75314,Used,23885.76,X5
938,BMW,2000,2.9,Petrol,Manual,137680,New,4618.49,X5
939,Audi,2002,1.7,Petrol,Manual,140165,Used,3924.79,A4
940,Hyundai,2003,1.2,Petrol,Automatic,62138,New,4393.54,Sonata
941,Toyota,2008,4.2,Diesel,Manual,132037,Used,4128.6,Corolla
942,Subaru,2021,4.6,Hybrid,Manual,180284,Used,19196.47,Impreza
943,Kia,2021,2.6,Petrol,Manual,164567,Used,18597.13,Optima
944,Tesla,2012,0.0,Electric,Automatic,115215,Used,21384.22,Model 3
945,Audi,2023,4.5,Petrol,Automatic,171146,Used,37312.87,Q5
946,Subaru,2013,4.1,Petrol,Automatic,104136,Used,9477.41,Outback
947,Tesla,2022,0.0,Electric,Manual,108324,Used,49739.57,Model 3
948,Chevrolet,2013,1.8,Petrol,Automatic,27844,Used,12574.92,Tahoe
949,Tesla,2016,0.0,Electric,Manual,15833,Used,26668.77,Model S
950,Honda,2006,2.3,Diesel,Manual,44991,New,7179.32,CR-V
951,Chevrolet,2020,1.3,Petrol,Automatic,155499,Used,16996.07,Impala
952,Tesla,2007,0.0,Electric,Automatic,14844,Used,15031.58,Model Y
953,Ford,2000,2.5,Petrol,Automatic,91380,Used,2487.5,Focus
954,BMW,2004,4.1,Diesel,Automatic,52382,Used,10258.41,3 Series
955,Subaru,2012,4.3,Hybrid,Automatic,73352,Used,9217.14,Crosstrek
956,BMW,2019,1.7,Petrol,Automatic,119307,Used,24321.46,3 Series
957,Subaru,2002,3.4,Diesel,Manual,9091,Used,5033.12,Crosstrek
958,BMW,2012,3.9,Hybrid,Manual,40402,Used,15057.43,5 Series
959,Tesla,2014,0.0,Electric,Manual,25438,New,30449.86,Model Y
960,Honda,2010,2.5,Petrol,Automatic,185293,Used,4469.31,Fit
961,Honda,2000,1.8,Petrol,Manual,163171,Used,1500,Civic
962,Tesla,2016,0.0,Electric,Automatic,157692,Used,26728.94,Model X
963,Hyundai,2007,2.8,Diesel,Automatic,41841,Used,7672.47,Elantra
964,Subaru,2006,2.5,Hybrid,Automatic,173135,Used,2053.55,Outback
965,Chevrolet,2013,2.2,Diesel,Manual,176104,Used,7490.29,Equinox
966,Subaru,2005,3.5,Hybrid,Automatic,74040,Used,4204.45,Outback
967,Subaru,2013,4.4,Diesel,Manual,186036,New,7172.29,Crosstrek
968,Hyundai,2004,4.0,Petrol,Automatic,38305,New,5554.04,Sonata
969,Audi,2001,4.5,Diesel,Automatic,110039,Used,4913.15,A3
970,Tesla,2001,0.0,Electric,Automatic,137032,Used,6715.26,Model 3
971,Subaru,2004,3.2,Hybrid,Automatic,142429,Used,2576.29,Crosstrek
972,Ford,2011,3.7,Diesel,Automatic,64031,Used,9486.5,Focus
973,Chevrolet,2019,2.9,Petrol,Automatic,113002,Used,16954.1,Malibu
974,Audi,2015,4.4,Petrol,Manual,60268,New,23575.46,A4
975,Toyota,2021,4.1,Petrol,Automatic,44067,Used,18375.67,Corolla
976,Kia,2015,3.5,Hybrid,Manual,141998,Used,11494.49,Sportage
977,Subaru,2010,4.0,Petrol,Automatic,120947,Used,6847.7,Crosstrek
978,Tesla,2021,0.0,Electric,Automatic,29098,Used,40829.59,Model Y
979,Kia,2009,4.1,Petrol,Automatic,183427,New,5135.86,Sorento
980,Tesla,2009,0.0,Electric,Automatic,126848,Used,15792.34,Model X
981,Ford,2003,4.3,Petrol,Automatic,194861,Used,1500,Mustang
982,Honda,2006,1.8,Petrol,Automatic,27293,Used,5903.09,Civic
983,Kia,2021,2.8,Diesel,Automatic,47188,Used,21471.02,Sportage
984,Toyota,2016,3.2,Petrol,Manual,52282,Used,12477.34,RAV4
985,Hyundai,2019,4.5,Petrol,Automatic,22107,Used,19786.54,Elantra
986,Tesla,2015,0.0,Electric,Automatic,56795,New,30501.19,Model X
987,Tesla,2022,0.0,Electric,Automatic,186819,New,41226.34,Model X
988,Toyota,2001,4.1,Hybrid,Automatic,29784,Used,4066.35,Prius
989,Hyundai,2012,4.0,Diesel,Manual,152734,New,7495.15,Elantra
990,Tesla,2023,0.0,Electric,Manual,36535,Used,47247.79,Model S
991,Chevrolet,2020,3.2,Petrol,Automatic,196736,Used,16381.08,Tahoe
992,BMW,2013,1.5,Petrol,Automatic,124965,Used,16585.56,5 Series
993,Kia,2010,4.3,Diesel,Manual,89177,Used,7298.48,Sportage
994,Hyundai,2006,1.9,Diesel,Automatic,188910,New,1952.5,Elantra
995,Toyota,2001,4.4,Petrol,Automatic,97207,Used,2353.39,Camry
996,Tesla,2010,0.0,Electric,Automatic,31669,Used,21247.03,Model S
997,Hyundai,2001,1.2,Petrol,Automatic,102509,Used,2097.98,Sonata
998,Tesla,2020,0.0,Electric,Automatic,146040,New,48090.69,Model Y
999,Subaru,2002,1.4,Diesel,Automatic,39620,Used,4609.09,Forester
1000,Honda,2015,2.0,Petrol,Manual,25252,Used,13017.85,CR-V
1001,Ford,2013,4.3,Petrol,Automatic,67972,Used,9185.72,Explorer
1002,Chevrolet,2003,2.6,Diesel,Automatic,131752,New,2539.66,Tahoe
1003,Ford,2014,2.9,Petrol,Automatic,114939,New,12598.12,Fiesta
1004,Audi,2007,3.0,Diesel,Automatic,105413,Used,8026.43,Q7
1005,Subaru,2004,2.2,Petrol,Manual,80824,Used,3589.15,Impreza
1006,Ford,2005,2.0,Diesel,Manual,176690,Used,1643.17,Mustang
1007,Kia,2021,4.2,Hybrid,Automatic,129945,Used,18234.28,Optima
1008,Chevrolet,2019,4.7,Petrol,Automatic,182310,Used,12114.22,Equinox
1009,Tesla,2003,0.0,Electric,Automatic,95690,Used,8916.16,Model Y
1010,Hyundai,2021,1.5,Petrol,Automatic,96743,Used,19170.67,Kona
1011,Kia,2000,1.2,Petrol,Manual,101129,New,2286.96,Sorento
1012,Subaru,2001,3.7,Petrol,Automatic,168438,Used,1500,Forester
1013,Chevrolet,2004,4.7,Diesel,Automatic,80728,New,4517.92,Malibu
1014,Ford,2002,3.2,Hybrid,Automatic,72190,New,4437.97,Mustang
1015,Chevrolet,2015,4.3,Petrol,Manual,42353,Used,11633.57,Tahoe
1016,Chevrolet,2015,4.7,Hybrid,Automatic,118001,New,12172.98,Tahoe
1017,Ford,2013,2.0,Petrol,Manual,114770,New,11579.97,Mustang
1018,Chevrolet,2021,1.5,Diesel,Automatic,179254,Used,16485.03,Impala
1019,Toyota,2022,3.2,Petrol,Manual,56493,Used,19987.11,Camry
1020,Audi,2010,4.5,Petrol,Manual,196656,Used,10327.7,A4
1021,Kia,2022,4.0,Diesel,Manual,55124,Used,21485.79,Sorento
1022,Honda,2021,3.2,Petrol,Automatic,44132,New,23722.87,CR-V
1023,Chevrolet,2010,4.0,Petrol,Automatic,103310,Used,6591.05,Malibu
1024,Audi,2003,2.8,Petrol,Automatic,59817,New,7614.35,A3
1025,Honda,2005,2.8,Hybrid,Automatic,96524,New,4750.71,Accord
1026,BMW,2013,1.4,Diesel,Automatic,135053,Used,14712.66,5 Series
1027,Audi,2022,4.6,Diesel,Automatic,192763,Used,34443.34,Q5
1028,BMW,2001,3.8,Diesel,Automatic,110713,Used,5275.67,X5
1029,Ford,2000,1.6,Petrol,Automatic,70237,Used,2771.34,Focus
1030,BMW,2014,1.8,Petrol,Manual,18592,Used,22663.14,5 Series
1031,Ford,2006,2.9,Petrol,Automatic,57822,Used,6622.99,Explorer
1032,Subaru,2010,2.2,Hybrid,Manual,96710,Used,7861.76,Forester
1033,Honda,2009,1.4,Petrol,Automatic,10291,Used,9649.39,Fit
1034,Hyundai,2014,4.7,Petrol,Automatic,178549,Used,7308.81,Kona
1035,Audi,2010,4.2,Diesel,Automatic,149651,New,12763.1,A4
1036,Honda,2001,3.5,Petrol,Automatic,127488,Used,1500,Civic
1037,Toyota,2006,3.4,Diesel,Automatic,77103,Used,5150.13,Prius
1038,Audi,2017,3.8,Diesel,Automatic,47552,Used,22432.75,A3
1039,BMW,2010,1.6,Hybrid,Automatic,160166,Used,11824.73,5 Series
1040,Audi,2008,2.0,Diesel,Manual,51456,Used,12332.03,Q7
1041,Kia,2012,3.9,Hybrid,Manual,154864,Used,6810.47,Sportage
1042,Subaru,2015,4.2,Hybrid,Automatic,183740,New,10667.12,Crosstrek
1043,BMW,2010,3.3,Hybrid,Manual,126983,Used,12957.57,3 Series
1044,BMW,2002,1.3,Petrol,Automatic,95730,New,6653.22,X3
1045,Hyundai,2017,3.6,Petrol,Automatic,191902,Used,11874.87,Tucson
1046,Chevrolet,2002,1.5,Hybrid,Automatic,136540,Used,1524.08,Malibu
1047,Kia,2007,4.4,Hybrid,Manual,51269,Used,6202.28,Optima
1048,Toyota,2023,2.5,Hybrid,Manual,119027,Used,20647.59,Prius
1049,Subaru,2021,3.1,Hybrid,Automatic,15049,Used,23723.29,Forester
1050,Subaru,2006,3.7,Diesel,Automatic,40449,Used,5589.05,Crosstrek
1051,Chevrolet,2012,4.5,Petrol,Automatic,77246,New,12113.61,Equinox
1052,Chevrolet,2019,2.3,Petrol,Manual,159564,Used,16525.2,Equinox
1053,Hyundai,2001,1.5,Hybrid,Manual,117672,Used,1600.54,Sonata
1054,Tesla,2012,0.0,Electric,Automatic,50083,Used,18953.76,Model 3
1055,Tesla,2012,0.0,Electric,Manual,49853,Used,23500.14,Model X
1056,BMW,2009,1.9,Hybrid,Automatic,29142,Used,14088.0,X3
1057,Hyundai,2011,1.3,Petrol,Automatic,114765,Used,7705.54,Sonata
1058,Subaru,2023,2.4,Hybrid,Manual,154369,Used,22975.76,Impreza
1059,Audi,2017,1.4,Petrol,Manual,65845,Used,25268.88,A4
1060,Kia,2015,3.3,Hybrid,Automatic,80916,New,13438.5,Rio
1061,Honda,2005,4.3,Petrol,Manual,130028,New,4068.0,Fit
1062,Chevrolet,2000,3.3,Petrol,Automatic,155282,New,1500,Malibu
1063,Toyota,2004,3.3,Diesel,Manual,31328,Used,5643.02,Prius
1064,Chevrolet,2022,2.4,Petrol,Manual,8246,Used,23488.99,Malibu
1065,Hyundai,2006,2.2,Petrol,Automatic,19072,New,9192.59,Elantra
1066,Kia,2011,2.7,Diesel,Manual,15275,Used,11808.25,Rio
1067,Tesla,2005,0.0,Electric,Automatic,97527,New,11749.6,Model X
1068,Toyota,2015,2.5,Petrol,Automatic,120166,Used,11079.06,Corolla
1069,Hyundai,2013,3.0,Diesel,Automatic,165301,New,8643.06,Kona
1070,Subaru,2020,2.2,Petrol,Manual,181419,Used,15724.8,Crosstrek
1071,Chevrolet,2020,2.6,Petrol,Automatic,25516,Used,17270.56,Malibu
1072,Honda,2007,4.3,Diesel,Manual,190502,Used,2088.56,Accord
1073,Kia,2023,3.6,Hybrid,Manual,135518,Used,20068.79,Rio
1074,Kia,2011,1.8,Petrol,Automatic,5132,Used,12270.4,Sorento
1075,Ford,2022,3.2,Diesel,Automatic,93616,New,27709.77,Explorer
1076,Toyota,2000,3.9,Hybrid,Manual,61736,New,3775.19,Camry
1077,Toyota,2008,1.9,Petrol,Manual,174330,Used,3558.46,Camry
1078,Subaru,2008,3.6,Petrol,Automatic,51029,Used,6374.51,Outback
1079,Audi,2010,2.5,Hybrid,Manual,15023,Used,15882.2,A4
1080,Kia,2021,4.5,Petrol,Automatic,30729,Used,21894.07,Optima
